"horapartida"
"2019-10-02 08:30:27"
"2019-10-02 08:35:51"
"2019-10-02 08:37:51"
"2019-10-02 08:41:53"
"2019-10-02 08:40:07"
"2019-10-02 08:41:55"
"2019-10-02 08:42:47"
"2019-10-02 08:43:10"
"2019-10-02 08:43:25"
"2019-10-02 08:44:58"
"2019-10-02 08:50:11"
"2019-10-02 08:59:42"
"2019-10-02 08:56:41"
"2019-10-02 08:58:46"
"2019-10-02 09:02:50"
"2019-10-02 08:58:53"
"2019-10-02 08:59:17"
"2019-10-02 09:03:44"
"2019-10-02 09:05:57"
"2019-10-02 09:06:11"
"2019-10-02 09:09:27"
"2019-10-02 09:08:26"
"2019-10-02 09:10:17"
"2019-10-02 09:12:01"
"2019-10-02 09:14:51"
"2019-10-02 09:13:48"
"2019-10-02 09:18:28"
"2019-10-02 09:19:35"
"2019-10-02 09:17:26"
"2019-10-02 09:20:08"
"2019-10-02 09:20:59"
"2019-10-02 09:23:23"
"2019-10-02 09:27:25"
"2019-10-02 09:24:58"
"2019-10-02 09:25:47"
"2019-10-02 09:25:36"
"2019-10-02 09:26:37"
"2019-10-02 09:28:19"
"2019-10-02 09:29:26"
"2019-10-02 09:32:48"
"2019-10-02 09:35:38"
"2019-10-02 09:37:44"
"2019-10-02 09:35:21"
"2019-10-02 09:37:17"
"2019-10-02 09:36:12"
"2019-10-02 09:43:45"
"2019-10-02 09:39:25"
"2019-10-02 09:43:05"
"2019-10-02 09:41:54"
"2019-10-02 09:44:56"
"2019-10-02 09:51:42"
"2019-10-02 09:55:02"
"2019-10-02 09:46:50"
"2019-10-02 09:54:13"
"2019-10-02 09:48:55"
"2019-10-02 09:50:34"
"2019-10-02 09:51:00"
"2019-10-02 09:58:31"
"2019-10-02 10:00:18"
"2019-10-02 09:52:01"
"2019-10-02 09:55:36"
"2019-10-02 09:57:42"
"2019-10-02 10:00:08"
"2019-10-02 10:02:27"
"2019-10-02 10:02:07"
"2019-10-02 10:01:15"
"2019-10-02 10:03:28"
"2019-10-02 10:04:30"
"2019-10-02 10:08:47"
"2019-10-02 10:05:02"
"2019-10-02 10:09:15"
"2019-10-02 10:06:51"
"2019-10-02 10:13:27"
"2019-10-02 10:12:46"
"2019-10-02 10:16:11"
"2019-10-02 10:15:04"
"2019-10-02 10:10:36"
"2019-10-02 10:17:17"
"2019-10-02 10:19:52"
"2019-10-02 10:17:40"
"2019-10-02 10:20:25"
"2019-10-02 10:22:59"
"2019-10-02 10:22:45"
"2019-10-02 10:26:42"
"2019-10-02 10:25:46"
"2019-10-02 10:25:21"
"2019-10-02 10:27:14"
"2019-10-02 10:27:44"
"2019-10-02 10:33:58"
"2019-10-02 10:39:24"
"2019-10-02 10:29:05"
"2019-10-02 10:39:35"
"2019-10-02 10:35:35"
"2019-10-02 10:40:21"
"2019-10-02 10:45:04"
"2019-10-02 10:41:38"
"2019-10-02 10:42:28"
"2019-10-02 10:47:06"
"2019-10-02 10:55:07"
"2019-10-02 10:53:28"
"2019-10-02 10:53:33"
"2019-10-02 10:54:53"
"2019-10-02 11:07:43"
"2019-10-02 10:55:30"
"2019-10-02 10:56:35"
"2019-10-02 10:57:42"
"2019-10-02 10:56:58"
